477	Q0	015	8	0.6378198862075806	myRun
440	Q0	040	1	0.7284137010574341	myRun
440	Q0	047	2	0.6947176456451416	myRun
440	Q0	011	3	0.6689044833183289	myRun
440	Q0	061	4	0.660653829574585	myRun
440	Q0	060	5	0.6506011486053467	myRun
440	Q0	057	6	0.6373127698898315	myRun
440	Q0	053	7	0.6306535601615906	myRun
440	Q0	039	8	0.6282650232315063	myRun
440	Q0	044	9	0.6127315163612366	myRun
440	Q0	037	10	0.6077272891998291	myRun
440	Q0	032	11	0.6069456338882446	myRun
506	Q0	019	1	0.6391818523406982	myRun
525	Q0	017	1	0.7265366315841675	myRun
485	Q0	033	1	0.7390073537826538	myRun
485	Q0	029	2	0.6896332502365112	myRun
485	Q0	022	3	0.6475460529327393	myRun
485	Q0	021	4	0.6304193735122681	myRun
485	Q0	017	5	0.6151629686355591	myRun
485	Q0	024	6	0.6123734712600708	myRun
520	Q0	016	1	0.7619665861129761	myRun
493	Q0	018	1	0.7027286887168884	myRun
493	Q0	015	2	0.6847712397575378	myRun
493	Q0	016	3	0.6179328560829163	myRun
493	Q0	014	4	0.603168249130249	myRun
466	Q0	005	1	0.6371698379516602	myRun
489	Q0	015	1	0.7257494926452637	myRun
489	Q0	017	2	0.658039391040802	myRun
489	Q0	027	3	0.6455730199813843	myRun
451	Q0	016	1	0.7132248878479004	myRun
451	Q0	025	2	0.6295362710952759	myRun
451	Q0	013	3	0.6219696998596191	myRun
494	Q0	032	1	0.6217621564865112	myRun
448	Q0	020	1	0.6884283423423767	myRun
448	Q0	019	2	0.6656756401062012	myRun
448	Q0	017	3	0.658990204334259	myRun
448	Q0	021	4	0.6384417414665222	myRun
448	Q0	013	5	0.6257961988449097	myRun
448	Q0	018	6	0.6075447201728821	myRun
460	Q0	008	1	0.6959523558616638	myRun
460	Q0	010	2	0.6835123300552368	myRun
460	Q0	016	3	0.6814396381378174	myRun
460	Q0	029	4	0.672582745552063	myRun
460	Q0	009	5	0.6695557236671448	myRun
460	Q0	004	6	0.664715051651001	myRun
460	Q0	013	7	0.659035325050354	myRun
460	Q0	033	8	0.6364576816558838	myRun
460	Q0	031	9	0.6229270100593567	myRun
460	Q0	027	10	0.6211570501327515	myRun
460	Q0	034	11	0.6210228204727173	myRun
460	Q0	014	12	0.6203108429908752	myRun
460	Q0	030	13	0.6188896298408508	myRun
460	Q0	011	14	0.6140050888061523	myRun
460	Q0	025	15	0.6117883920669556	myRun
498	Q0	035	1	0.6192174553871155	myRun
511	Q0	009	1	0.6649394631385803	myRun
514	Q0	003	1	0.7748593091964722	myRun
436	Q0	026	1	0.6370130777359009	myRun
436	Q0	032	2	0.6221942901611328	myRun
436	Q0	031	3	0.6138246059417725	myRun
459	Q0	050	1	0.6204943656921387	myRun
459	Q0	045	2	0.6192565560340881	myRun
459	Q0	030	3	0.6037604212760925	myRun
483	Q0	045	1	0.7726573348045349	myRun
483	Q0	030	2	0.6766991019248962	myRun
483	Q0	029	3	0.6521134376525879	myRun
483	Q0	050	4	0.6126096248626709	myRun
483	Q0	057	5	0.6026625037193298	myRun
509	Q0	003	1	0.6482482552528381	myRun
508	Q0	012	1	0.6155001521110535	myRun
510	Q0	023	1	0.7555361986160278	myRun
510	Q0	005	2	0.689089298248291	myRun
510	Q0	008	3	0.6545084714889526	myRun
510	Q0	006	4	0.619289755821228	myRun
475	Q0	026	1	0.6041767001152039	myRun
486	Q0	018	1	0.8484607934951782	myRun
486	Q0	014	2	0.7823199033737183	myRun
486	Q0	017	3	0.7431055903434753	myRun
486	Q0	013	4	0.720183253288269	myRun
486	Q0	002	5	0.6532150506973267	myRun
486	Q0	019	6	0.6058022975921631	myRun
500	Q0	036	1	0.6000477075576782	myRun
484	Q0	019	1	0.6175892949104309	myRun
517	Q0	024	1	0.7377053499221802	myRun
517	Q0	006	2	0.6593242883682251	myRun
512	Q0	007	1	0.6383185982704163	myRun
521	Q0	064	1	0.6737938523292542	myRun
482	Q0	009	1	0.7384073138237	myRun
449	Q0	012	1	0.636569619178772	myRun
449	Q0	010	2	0.6121273040771484	myRun
501	Q0	007	1	0.7275098562240601	myRun
467	Q0	033	1	0.7175329923629761	myRun
467	Q0	028	2	0.6903356909751892	myRun
467	Q0	035	3	0.6751358509063721	myRun
450	Q0	012	1	0.6090459227561951	myRun
443	Q0	002	1	0.6054927110671997	myRun
487	Q0	002	1	0.6358388066291809	myRun
487	Q0	014	2	0.6208631992340088	myRun
487	Q0	006	3	0.6167597770690918	myRun
434	Q0	053	1	0.8025730848312378	myRun
438	Q0	005	1	0.6282715797424316	myRun
427	Q0	010	1	0.6065665483474731	myRun
442	Q0	042	1	0.8092361092567444	myRun
442	Q0	029	2	0.7304403781890869	myRun
442	Q0	024	3	0.6543412208557129	myRun
442	Q0	047	4	0.6492408514022827	myRun
442	Q0	023	5	0.6436543464660645	myRun
442	Q0	035	6	0.6393431425094604	myRun
515	Q0	013	1	0.6632168292999268	myRun
515	Q0	045	2	0.6265892386436462	myRun
515	Q0	010	3	0.608084499835968	myRun
515	Q0	019	4	0.6075173020362854	myRun
473	Q0	062	1	0.7329926490783691	myRun
473	Q0	041	2	0.6965723633766174	myRun
473	Q0	040	3	0.675328254699707	myRun
473	Q0	055	4	0.6518887281417847	myRun
473	Q0	042	5	0.6238622665405273	myRun
473	Q0	064	6	0.6168690919876099	myRun
473	Q0	050	7	0.6077824831008911	myRun
473	Q0	072	8	0.6066343784332275	myRun
519	Q0	012	1	0.6435288190841675	myRun
518	Q0	008	1	0.7758339643478394	myRun
518	Q0	011	2	0.6882885694503784	myRun
518	Q0	005	3	0.6782214045524597	myRun
518	Q0	004	4	0.6376858949661255	myRun
518	Q0	006	5	0.6127697229385376	myRun
463	Q0	009	1	0.7630453109741211	myRun
463	Q0	007	2	0.6603580713272095	myRun
502	Q0	009	1	0.6385033130645752	myRun
502	Q0	048	2	0.6049551963806152	myRun
524	Q0	004	1	0.8179947137832642	myRun
524	Q0	012	2	0.6707005500793457	myRun
524	Q0	039	3	0.6057989597320557	myRun
464	Q0	007	1	0.6615063548088074	myRun
435	Q0	007	1	0.7058857679367065	myRun
491	Q0	053	1	0.7036368250846863	myRun
491	Q0	048	2	0.665198564529419	myRun
513	Q0	004	1	0.6168052554130554	myRun
439	Q0	023	1	0.6330633163452148	myRun
439	Q0	025	2	0.6193294525146484	myRun
447	Q0	019	1	0.7027074098587036	myRun
447	Q0	018	2	0.6031354665756226	myRun
472	Q0	021	1	0.7298620939254761	myRun
472	Q0	022	2	0.7096744775772095	myRun
472	Q0	010	3	0.6622511744499207	myRun
472	Q0	026	4	0.6233130097389221	myRun
472	Q0	007	5	0.6147798299789429	myRun
453	Q0	027	1	0.6211016178131104	myRun
507	Q0	020	1	0.7528488039970398	myRun
507	Q0	019	2	0.6804620027542114	myRun
507	Q0	015	3	0.6800069808959961	myRun
507	Q0	022	4	0.6589610576629639	myRun
507	Q0	021	5	0.6547826528549194	myRun
507	Q0	005	6	0.6532156467437744	myRun
507	Q0	004	7	0.6421027183532715	myRun
507	Q0	023	8	0.6215254068374634	myRun
507	Q0	026	9	0.6114782094955444	myRun
